Player,Team,Position,Age,Matches played,Minutes played,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Assists,Assists per 90,xA,xA per 90,Second assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",Successful attacking actions per 90,Goals,Goals per 90,Non-penalty goals,xG,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Conceded goals,Conceded goals per 90,xG against,xG against per 90,Prevented goals,Prevented goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",Exits per 90,GK Aerial duels per 90
M. Niakhaté,Mainz 05,CB,25,14,1221,9.73,6.12,77.11,3.46,55.32,0.37,4.86,6.15,0.37,0,0,0.11,0.01,0.07,0,0,0.22,6.56,73.03,0.96,53.85,0.52,57.14,0.44,0.22,8.92,76.86,40.98,85.97,18.21,79.35,5.45,59.46,0.81,1,0.07,1,1.15,0.08,0.22,33.33,33.333,0.59,37.5,0.59,87.5,2.21,50,0.74,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Sakho,Montpellier,CB,31,15,1417,9.53,3.68,63.79,3.3,48.08,1.14,6.8,8.45,0.32,0,0,0,0,0,0,0,0,3.56,73.21,0.38,50,0.13,50,0.13,0,6.99,70.91,44.97,90.68,22.74,86.31,4,61.9,0.25,0,0,0,0,0,0,0,0,0,0,0.38,66.67,1.08,41.18,0.06,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Salisu,Southampton,CB,22,19,1763,11.03,7.5,65.31,5.36,60.95,0.66,5.72,8.16,1.28,0,0,0.04,0,0,0.15,66.67,0.05,7.3,74.83,0.71,42.86,0.77,33.33,0.2,0.1,10.36,73.4,45.59,83.65,22.97,75.56,6.33,54.84,0.92,0,0,0,0.5,0.03,0.36,42.86,0,0.26,40,0.71,78.57,1.89,45.95,0.51,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Simakan,RB Leipzig,CB,21,16,1213,11.28,8.46,75.44,4.15,73.21,0.37,4.45,6.79,1.26,0,0,0.12,0.01,0,0.22,33.33,0.07,5.05,72.06,0.52,14.29,0.3,50,0.37,0,8.01,65.74,54.01,90.11,18.92,80.78,4.6,59.68,1.63,0,0,0,0.92,0.07,0.45,16.67,0,0.22,0,1.85,80,4.3,60.34,1.04,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Škriniar,Internazionale,CB,26,18,1733,7.53,4.88,70.21,3.64,40,0.68,3.95,5.52,0.88,0,0,0.2,0.01,0,0.26,60,0,4.31,80.72,0.68,53.85,0.52,40,0.42,0.05,5.76,75.68,53.7,94,17.35,87.72,2.86,58.18,1.3,3,0.16,3,1.91,0.1,0.68,38.46,23.077,0.16,33.33,1.25,66.67,2.44,59.57,0.99,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Udol,Metz,CB,25,12,1081,10.91,7.33,69.32,2.91,62.86,0.42,5.74,6.85,0.25,0,0,0.55,0.05,0,0.25,0,0,4.08,57.14,1.75,19.05,0.75,33.33,0.17,0.17,7.83,68.09,35.97,80.79,13.74,73.94,5.25,41.27,1.58,1,0.08,1,0.63,0.05,0.42,60,20,1.33,18.75,1.58,68.42,3.25,46.15,0.58,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Valjent,Mallorca,CB,26,19,1805,6.98,3.54,60.56,3.19,68.75,0.8,4.84,6.67,0.55,0,0,0.22,0.01,0,0.05,100,0,2.89,48.28,0.15,0,0.2,0,0.2,0,5.78,67.24,31.31,85.19,13.16,76.14,5.48,60.91,0.25,0,0,0,0.55,0.03,0.45,11.11,0,0.1,0,0.15,100,0.7,42.86,0.45,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Viti,Empoli,CB,19,10,745,13.17,9.3,70.13,3.87,46.88,1.45,6.28,7.65,1.09,0,0,0,0,0,0,0,0,4.59,78.95,0.24,50,0.12,100,0.12,0,7.13,67.8,37.45,88.71,14.86,79.67,3.5,55.17,1.09,0,0,0,0,0,0,0,0,0,0,1.33,81.82,2.66,68.18,0.24,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Yoshida,Sampdoria,CB,33,18,1595,8.97,5.13,63.74,3.27,68.97,0.51,5.47,6.69,0.9,1,0.06,0.76,0.04,0,0.06,100,0.06,5.19,58.7,0.68,50,0.34,0,0.28,0.11,6.71,72.27,40.85,87.85,15.07,76.4,5.7,58.42,0.45,2,0.11,2,1.27,0.07,0.34,50,33.333,0.11,100,0.28,40,1.35,33.33,0.51,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marc Bartra,Real Betis,CB,30,9,791,10.13,6.03,75.47,4.32,60.53,0.57,5.35,7.23,0.68,0,0,0.06,0.01,0,0.11,0,0,5.23,73.91,0.11,0,0.46,50,0,0,8.65,68.42,39.71,85.1,18.66,75.61,8.08,61.97,0.11,0,0,0,0.15,0.02,0.46,0,0,0,0,0.57,20,1.59,35.71,0.46,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mario Hermoso,Atlético Madrid,CB,26,19,1603,8.59,6.12,63.3,3.09,61.82,0.17,4.55,5.81,1.07,1,0.06,0.29,0.02,0.06,0.51,44.44,0.06,7.24,82.95,1.74,32.26,0.34,0,0.28,0.34,9.77,78.74,52.1,89.01,20.94,84.45,5.05,68.89,1.07,0,0,0,1.32,0.07,0.62,27.27,0,1.24,22.73,0.67,58.33,2.3,43.9,0.79,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marquinhos,PSG,CB,27,15,1434,8.97,4.39,72.86,3.51,55.36,0.75,5.71,8.53,0.13,0,0,0.04,0,0,0.13,100,0,8.28,80.3,1,43.75,1.19,36.84,0.44,0.06,9.85,71.34,68.1,93,21.72,85.26,5.77,48.91,0.56,3,0.19,3,2.02,0.13,0.63,50,30,0.19,33.33,0.31,20,0.88,42.86,0.88,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mexer,Bordeaux,CB,33,14,1118,7.57,4.19,61.54,3.14,53.85,0.24,4.67,5.61,0.24,0,0,0,0,0,0.08,0,0,5.23,58.46,0.64,25,0.64,25,0.08,0.08,7.08,70.45,46.53,88.24,17.79,78.28,6.52,46.91,0.4,1,0.08,1,0.33,0.03,0.4,20,20,0.4,20,0.4,60,1.69,33.33,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Aguerd,Rennes,CB,25,18,1713,6.94,3.57,57.35,5.41,67.96,0.42,4.62,6.62,0.53,0,0,0,0,0,0.11,50,0,6.41,71.31,0.53,20,0.37,42.86,0.05,0,10.14,78.24,65.25,91.95,26.69,86.02,5.52,51.43,0.37,2,0.11,2,2.07,0.11,0.68,38.46,15.385,0.05,0,0.47,11.11,1.16,36.36,0.95,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Araújo,Celta de Vigo,CB,30,17,1355,6.64,4.52,55.88,3.65,65.45,0.46,3.99,6.19,0.6,0,0,0,0,0,0.2,0,0,5.31,57.5,0.46,0,0.6,22.22,0.07,0,6.77,61.76,47.16,87.04,16.47,70.97,5.18,56.41,0.53,0,0,0,0.25,0.02,0.27,25,0,0.13,0,0.53,87.5,0.8,66.67,0.46,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Casale,Hellas Verona,CB,23,20,1408,11.63,11.25,58.52,3.39,43.4,0.19,4.54,6.07,1.47,1,0.06,0.95,0.06,0.19,0.26,50,0.26,4.22,72.73,1.02,75,0.32,20,0.64,0.38,7.35,66.96,37.14,82.96,15.4,74.27,2.56,57.5,1.28,0,0,0,0.5,0.03,0.38,0,0,0.96,40,1.15,66.67,2.56,47.5,0.7,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Elvedi,Borussia M'gladbach,CB,25,15,1373,9.37,4.98,67.11,3.02,58.7,0.59,5.51,7.9,0.59,0,0,0.06,0,0,0.07,0,0.07,2.43,75.68,0.13,0,0.07,0,0.2,0,4,63.93,58.99,94.44,19.34,88.81,1.51,73.91,0.2,0,0,0,0.85,0.06,0.39,0,0,0,0,0.46,42.86,1.51,52.17,0.79,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Gyömbér,Salernitana,CB,29,18,1606,9.53,6.44,53.04,2.52,55.56,0.95,5.32,5.7,1.23,0,0,0.25,0.01,0,0,0,0.06,3.53,68.25,0.78,35.71,0.06,100,0.11,0.28,5.6,67,28.92,83.72,11.1,72.73,4.6,53.66,0.34,0,0,0,0.69,0.04,0.22,25,0,0.73,30.77,0.06,100,0.78,42.86,0.45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Milenković,Fiorentina,CB,24,17,1574,8.41,5.66,61.62,4.52,75.95,0.46,4.35,6.39,1.49,0,0,0,0,0,0.11,50,0,4.69,75.61,0.17,33.33,0.17,33.33,0.06,0.06,6.63,79.31,54.72,93.73,17.33,88.45,4.46,71.79,0.57,1,0.06,1,2.37,0.14,0.69,58.33,8.333,0.06,100,0.11,50,1.6,53.57,0.69,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Pallois,Nantes,CB,34,18,1553,10.26,5.33,66.3,3.48,61.67,0.58,6.55,7.2,0.7,0,0,0,0,0,0,0,0,5.27,69.23,0.7,8.33,0.29,20,0,0.12,8.11,69.29,35.64,83.41,15.42,72.18,4.81,49.4,0.52,0,0,0,0.33,0.02,0.17,33.33,0,0.35,16.67,0.64,63.64,1.56,48.15,0.52,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Schlotterbeck,Freiburg,CB,22,17,1546,11.7,6.58,67.26,5.24,71.11,1.05,6.46,8.08,1.16,0,0,0.89,0.05,0,0.29,20,0.23,8.03,65.22,0.99,52.94,0.7,41.67,0.7,0.12,10.01,82.56,45.7,86.37,20.96,77.22,7.98,57.66,1.75,2,0.12,2,2.43,0.14,1.16,45,10,0.23,50,1.51,69.23,4.25,58.9,1.63,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Stark,Hertha BSC,CB,26,17,1556,10.35,4.57,73.42,5.21,51.11,0.46,6.36,7.71,0.58,0,0,0.21,0.01,0,0.12,50,0.06,3.59,62.9,0.4,42.86,0.4,42.86,0.12,0,8.1,60.71,42.34,85.93,18.05,79.17,4.8,51.81,0.4,0,0,0,0.05,0,0.12,0,0,0,0,0.35,100,1.27,63.64,0.23,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Süle,Bayern München,CB,26,16,1119,7.08,4.34,68.52,2.33,75.86,0.56,3.94,6.1,0.32,0,0,0.7,0.06,0,0.32,25,0.16,8.77,83.49,0.97,41.67,0.56,28.57,0.4,0.16,11.82,80.95,70.46,91.44,27.99,85.92,5.31,71.21,1.61,0,0,0,0.48,0.04,0.8,40,0,0.48,33.33,1.45,72.22,2.33,55.17,0.8,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Viergever,Greuther Fürth,CB,32,8,735,9.92,4.65,65.79,3.31,44.44,0.86,6.49,7.5,0.61,0,0,0.2,0.02,0,0,0,0.12,4.65,52.63,0.12,0,0.37,0,0.12,0,8.57,64.29,36.24,80.07,17.76,65.52,8.08,54.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,40,0.12,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nacho Fernández,Real Madrid,CB,26,15,904,7.77,5.18,53.85,2.99,53.33,0.7,4.58,6.87,0.8,0,0,0.02,0,0.3,0,0,0,3.48,97.14,0.6,33.33,0,0,0.1,0.2,5.77,81.03,53.66,94.81,19.51,95.41,1.49,66.67,0.4,2,0.2,2,0.71,0.07,0.4,50,50,0.8,25,0.1,0,0.7,57.14,0.8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
O. Alderete,Valencia,CB,25,17,1533,11.15,5.64,69.79,4.7,62.5,0.7,6.58,8.68,1.17,0,0,0.06,0,0,0.12,100,0,7.87,47.76,1.23,28.57,0.94,25,0.41,0,8.63,72.11,28.53,69.34,16.97,59.86,10.04,45.61,0.53,2,0.12,2,0.91,0.05,0.47,50,25,0.12,0,0.59,30,1.64,17.86,0.65,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
O. Colley,Sampdoria,CB,29,18,1587,12.31,7.09,76.8,3.8,59.7,0.57,6.29,7.55,0.96,0,0,0.22,0.01,0,0,0,0,4.71,68.67,0.23,50,0.11,50,0.28,0,6.86,62.81,39.41,86.19,16.39,74.39,4.88,48.84,0.57,0,0,0,0.83,0.05,0.23,25,0,0.06,100,0.51,88.89,1.47,73.08,0.51,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ó. Duarte,Levante,CB,32,11,952,8.51,5.96,60.32,5.29,60.71,0.57,4.92,5.98,1.04,0,0,0,0,0,0,0,0,3.4,58.33,0.28,0,0.38,0,0,0,6.14,72.31,37.25,89.09,13.99,77.7,5.58,61.02,0.38,0,0,0,0.63,0.06,0.38,50,0,0.09,0,0.19,100,0.57,83.33,0.57,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
O. El Hajjam,Troyes,CB,30,15,942,10.22,6.5,54.41,1.82,31.58,0.57,5.64,6.89,0.86,1,0.1,0.91,0.09,0,0.19,0,0.38,4.39,67.39,1.34,35.71,0.38,25,0.29,0.38,7.64,62.5,38.98,82.35,15.96,70.66,4.68,44.9,0.96,1,0.1,1,1.54,0.15,0.96,20,10,1.05,36.36,0.57,66.67,2.2,43.48,0.86,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
O. Kabak,Norwich City,CB,21,9,790,9.11,4.1,66.67,4.78,45.24,1.14,5.7,7.01,1.14,0,0,0.02,0,0,0,0,0,3.19,53.57,0.34,0,0.23,0,0.11,0,5.47,60.42,36,84.81,15.38,75.56,3.42,43.33,2.28,0,0,0,0.21,0.02,0.34,33.33,0,0.23,0,2.96,73.08,4.67,56.1,0.46,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
O. Kossounou,Bayer Leverkusen,CB,20,15,1061,8.23,6.02,66.2,3.05,61.11,0.34,3.73,4.8,0.68,1,0.08,0.22,0.02,0,0,0,0.08,4.16,57.14,0.17,50,0.17,50,0,0,7.63,62.22,53.69,88.94,22.56,79.32,4.84,52.63,0.76,0,0,0,0.12,0.01,0.17,50,0,0.08,100,1.1,53.85,3.14,40.54,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Ceccaroni,Venezia,CB,26,19,1792,8.94,4.77,65.26,2.36,57.45,0.85,5.47,5.98,0.7,0,0,0,0,0,0.1,0,0.05,4.12,68.29,0.4,62.5,0.25,40,0.1,0.15,6.83,61.76,46.21,88.91,19.54,79.69,5.93,61.86,0.65,2,0.1,2,1.32,0.07,0.4,50,25,0.25,60,0.55,54.55,1.26,56,0.8,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Dawidowicz,Hellas Verona,CB,26,15,1278,12.18,10.77,66.67,3.66,53.85,0.63,4.93,6.73,1.83,0,0,0.24,0.02,0.07,0.07,100,0,3.66,76.92,0.7,30,0.14,0,0.21,0,5.63,68.75,40.28,87.94,15.28,82.49,3.17,62.22,0.56,0,0,0,0.4,0.03,0.21,0,0,0.63,0,0.63,77.78,1.76,60,0.85,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Hristov,Spezia,CB,22,13,1097,11.08,6.97,65.88,3.86,55.32,1.31,6.32,7.78,0.49,0,0,0,0,0,0.08,100,0,3.28,70,0.33,0,0.33,50,0.08,0,7.3,62.92,41.1,87.03,16.74,73.53,6.32,64.94,0.25,0,0,0,0.01,0,0.08,0,0,0,0,0.16,100,1.39,64.71,0.25,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Jaeckel,Union Berlin,CB,23,11,1014,12.96,8.96,66.34,4.7,56.6,0.27,5.77,6.29,1.15,0,0,0,0,0.09,0.27,33.33,0,4.97,69.64,0.53,33.33,0.62,42.86,0.18,0,9.05,68.63,44.91,85.97,17.22,74.74,5.5,56.45,0.8,0,0,0,0.03,0,0.09,0,0,0.18,0,1.42,50,3.28,48.65,0.44,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Jansson,Brentford,CB,30,20,1947,8.6,4.39,80,4.9,49.06,0.37,4.9,6.37,0.32,1,0.05,0.42,0.02,0,0,0,0.05,2.63,54.39,0.09,0,0.32,0,0.14,0,5.36,68.1,35.82,87.61,12.62,75.46,2.91,49.21,0.28,1,0.05,1,2.08,0.1,0.51,45.45,9.091,0.05,0,0.09,50,0.65,21.43,0.88,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Kimpembe,PSG,CB,26,16,1421,7.41,3.61,63.16,2.34,62.16,0.38,4.56,7.13,0.76,0,0,0,0,0.06,0.13,50,0,7.98,93.65,0.44,57.14,0.32,20,0.13,0.06,8.3,90.08,76.57,97.11,28.5,94.67,1.71,66.67,0.7,0,0,0,0.5,0.03,0.13,0,0,0.06,100,0.89,64.29,2.22,60,0.44,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Lienhart,Freiburg,CB,25,19,1804,9.68,4.54,74.73,3.54,60.56,0.75,5.99,7.38,0.45,0,0,0,0,0,0.05,100,0,4.79,59.38,0.4,12.5,0.4,12.5,0,0,7.33,68.71,45.8,87.8,15.96,73.13,5.64,51.33,0.7,4,0.2,4,3.22,0.16,0.65,46.15,30.769,0.1,50,0.45,66.67,0.6,66.67,0.7,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Struijk,Leeds United,CB,22,12,902,11.87,9.98,60,2.79,32.14,0.6,5.29,8.24,1.5,0,0,0.03,0,0.2,0.1,0,0.1,4.69,72.34,0.2,50,0.1,100,0.1,0,5.89,71.19,47.79,88.1,16.96,76.47,3.79,44.74,0.1,0,0,0,0.39,0.04,0.2,50,0,0,0,0.3,0,1.8,22.22,0.3,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pau Torres,Villarreal,CB,24,17,1656,6.74,3.37,66.13,2.55,63.83,0.49,4.46,7.05,0.49,0,0,0.87,0.05,0.05,0.38,42.86,0.22,8.59,70.89,0.87,25,0.98,44.44,0.22,0,10.87,81,59.89,90.47,23.37,81.63,7.5,63.77,1.68,3,0.16,3,2.54,0.14,0.71,38.46,23.077,0.16,0,1.52,82.14,2.61,64.58,1.2,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedro Bigas,Elche,CB,31,10,888,8.82,5.17,68.63,2.64,69.23,1.01,5.17,7.05,0.51,0,0,0,0,0,0,0,0,4.86,79.17,0.41,25,0.41,50,0,0.1,7.4,73.97,49.36,90.76,21.99,84.33,4.26,61.9,0.51,0,0,0,0.16,0.02,0.41,25,0,0.2,50,0.61,50,1.22,66.67,0.51,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Araújo,Barcelona,CB,22,15,1132,8.75,6.12,66.23,4.29,77.78,0.48,4.45,7.85,1.03,0,0,0.5,0.04,0,0,0,0.16,5.41,80.88,0.64,75,0.4,60,0.08,0.4,5.33,76.12,52.16,93.14,16.93,83.1,3.26,46.34,1.51,2,0.16,2,1.12,0.09,0.64,62.5,25,0.48,83.33,1.19,60,3.34,40.48,1.27,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Bensebaini,Borussia M'gladbach,CB,26,11,1005,12.72,6.99,62.82,4.57,60.78,0.45,7.52,11,1.16,0,0,0.61,0.05,0,0.27,66.67,0.27,7.25,64.2,1.52,35.29,1.25,14.29,0.27,0.45,9.31,67.31,52.21,83.53,21.85,73.36,4.93,41.82,2.78,2,0.18,1,2.16,0.19,1.07,33.33,16.667,0.99,45.45,2.69,66.67,5.37,56.67,1.25,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Czichos,Köln,CB,31,17,1500,9.06,6.3,65.71,5.58,56.99,0.84,4.32,7.3,0.96,1,0.06,0.08,0,0,0.18,66.67,0.06,7.44,67.74,1.14,31.58,1.44,29.17,0.36,0,11.94,73.87,59.64,87.12,26.94,78.62,7.86,58.78,0.42,0,0,0,0.39,0.02,0.12,0,0,0.24,0,0.48,62.5,2.04,61.76,0.54,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Gagliolo,Salernitana,CB,31,13,1071,9.41,5.29,66.67,2.02,58.33,0.59,5.55,6.47,0.76,1,0.08,0.37,0.03,0,0.25,0,0.08,4.79,75.44,1.01,58.33,0.25,33.33,0.25,0.5,8.07,73.96,34.37,83.86,16.64,78.28,4.2,60,0.84,0,0,0,0.8,0.07,0.42,20,0,1.01,58.33,0.17,100,1.01,66.67,0.76,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Knoche,Union Berlin,CB,29,18,1719,10.94,5.97,69.3,3.35,54.69,0.84,6.65,7.26,0.58,0,0,0,0,0,0.16,100,0.05,4.29,70.73,0.1,100,0.63,58.33,0.1,0,9.84,70.21,47.28,86.49,18.22,73.28,7.8,63.76,0.52,0,0,0,0.08,0,0.05,0,0,0,0,0.58,63.64,1.62,51.61,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Le Normand,Real Sociedad,CB,25,20,1942,8.62,6.35,70.8,5.19,65.18,0.42,3.8,5.6,1.02,1,0.05,0.12,0.01,0,0,0,0.09,5.05,67.89,0.28,66.67,0.28,50,0.09,0.05,6.26,72.59,49.31,90.98,16.59,79.33,3.52,51.32,0.28,0,0,0,0.8,0.04,0.19,50,0,0.09,50,0.42,33.33,1.16,56,0.42,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Oxford,Augsburg,CB,23,14,1324,12.17,6.73,72.73,4.42,63.08,1.16,6.66,7.28,0.95,0,0,0,0,0,0,0,0,3.53,57.69,0.14,0,0.41,16.67,0,0,6.19,70.33,32.63,85,13.66,74.63,4.62,55.88,0.61,2,0.14,2,2.03,0.14,0.54,62.5,25,0,0,0.27,100,1.02,53.33,0.95,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Rodríguez,Torino,CB,29,16,1198,8.94,6.91,72.83,2.25,53.33,0.15,3.23,4.59,1.05,0,0,0.83,0.06,0,0.08,0,0,5.86,76.92,1.28,35.29,0.23,33.33,0.23,0.3,6.91,79.35,45.75,90.31,17.35,86.15,5.18,55.07,0.38,0,0,0,0.08,0.01,0.15,0,0,0.98,23.08,0.45,33.33,1.73,39.13,0.08,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Saïss,Wolverhampton Wanderers,CB,31,19,1812,11.03,6.06,66.39,4.02,62.96,0.55,6.46,7.63,0.89,0,0,0,0,0,0.15,33.33,0,8.39,78.7,0.25,20,0.4,37.5,0.05,0,12.12,75.41,48.03,85.83,26.67,79.33,7.1,56.64,0.35,2,0.1,2,2.17,0.11,0.65,38.46,15.385,0.2,0,0.15,33.33,1.09,40.91,0.84,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Thomas,Angers SCO,CB,33,18,1723,10.24,7.21,63.77,3.66,62.86,0.42,5.07,5.84,1.2,0,0,0.05,0,0,0,0,0,6.32,64.46,0.52,0,0.42,12.5,0.1,0,10.71,81.46,55.16,91,25.65,84.11,6.84,58.78,0.42,2,0.1,2,1.47,0.08,0.42,50,25,0,0,0.21,100,0.94,66.67,0.63,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Varane,Manchester United,CB,28,9,812,8.42,5.65,58.82,3.21,62.07,0.33,4.99,7.71,0.33,0,0,0,0,0,0,0,0,6.32,84.21,0.22,0,0.22,50,0.22,0,6.1,70.91,48.99,90.5,18.62,80.95,5.76,63.46,0.11,0,0,0,0.15,0.02,0.22,0,0,0.11,0,0.33,33.33,0.89,37.5,0.44,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rafael Tolói,Atalanta,CB,31,13,1096,10.51,7.64,65.59,3.2,58.97,0.57,5.17,6.97,1.31,1,0.08,0.11,0.01,0,0.49,33.33,0.08,9.28,69.03,1.64,50,0.74,33.33,0.49,0.33,9.53,78.45,52.14,85.51,22.09,74.72,6.65,49.38,1.15,1,0.08,1,1.01,0.08,0.41,40,20,0.49,66.67,0.82,60,1.72,57.14,0.9,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raúl Albiol,Villarreal,CB,36,15,1467,7.48,3.5,68.42,2.94,58.33,0.37,4.72,7.52,0.67,0,0,0.03,0,0,0.06,0,0.06,4.48,73.97,0.12,0,0.49,0,0,0,7.18,69.23,51.78,91.11,16.38,80.9,5.64,61.96,0.25,0,0,0,0.16,0.01,0.06,100,0,0.06,0,0.25,75,0.92,66.67,0.18,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
